*** Booting Zephyr OS build v3.7.0-4790-g6f64f7755796 ***
[00:00:00.253,326] <dbg> bttester: tester_init: Initializing tester
[00:00:12.387,176] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.424,133] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 67
[00:00:12.447,174] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.524,993] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 77
[00:00:12.547,180] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.555,328] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 80
[00:00:12.577,209] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.585,601] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 2 seq 83
[00:00:12.585,723] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 39 seq 83
[00:00:12.605,804] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 85
[00:00:12.607,208] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.607,391] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:12.627,166] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.666,290] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 91
[00:00:12.687,164] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.726,806] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 97
[00:00:12.757,354] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.767,333] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 101
[00:00:12.797,180] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.827,850] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 107
[00:00:12.857,177] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.858,123] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 3 seq 110
[00:00:12.858,245] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 38 seq 110
[00:00:12.887,207] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:12.887,390] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:12.928,680] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 117
[00:00:12.957,183] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.009,307] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 125
[00:00:13.037,170] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.059,722] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 130
[00:00:13.087,158] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.140,594] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 138
[00:00:13.167,175] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.170,867] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 141
[00:00:13.197,174] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.211,273] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 4 seq 145
[00:00:13.211,395] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 37 seq 145
[00:00:13.237,213] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.237,396] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:13.281,829] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 152
[00:00:13.307,159] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.392,669] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 163
[00:00:13.412,872] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 165
[00:00:13.417,175] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.433,105] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 167
[00:00:13.437,164] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.457,153] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.533,905] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 177
[00:00:13.557,159] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.594,390] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 5 seq 183
[00:00:13.594,726] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 36 seq 183
[00:00:13.617,218] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.617,401] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:13.634,735] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 187
[00:00:13.657,165] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.675,109] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 191
[00:00:13.697,174] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.715,454] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 195
[00:00:13.737,182] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.745,727] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 198
[00:00:13.767,181] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.796,142] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 203
[00:00:13.817,169] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.826,416] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 6 seq 206
[00:00:13.826,690] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 35 seq 206
[00:00:13.847,320] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.857,269] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:13.866,912] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 210
[00:00:13.897,247] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.917,358] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 215
[00:00:13.947,174] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.947,631] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 218
[00:00:13.977,172] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:13.987,976] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 222
[00:00:14.008,178] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 224
[00:00:14.017,181] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.037,170] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.058,624] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 7 seq 229
[00:00:14.058,868] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 34 seq 229
[00:00:14.087,219] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.087,432] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:14.098,968] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 233
[00:00:14.119,171] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 235
[00:00:14.127,380] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.147,155] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.230,010] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 246
[00:00:14.257,171] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.290,527] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 252
[00:00:14.310,729] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 254
[00:00:14.317,169] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.330,932] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 8 seq 256
[00:00:14.331,207] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 33 seq 256
[00:00:14.337,158] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.357,208] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.357,391] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:14.401,489] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 263
[00:00:14.427,185] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.462,921] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 41 seq 269
[00:00:14.487,182] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:14.522,430] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 275
[00:00:14.547,180] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.594,543] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 41 seq 282
[00:00:14.617,156] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:14.693,725] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 292
[00:00:14.713,928] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 9 seq 294
[00:00:14.715,454] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 32 seq 294
[00:00:14.717,163] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.737,213] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.737,396] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:14.754,272] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 298
[00:00:14.777,221] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.794,616] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 302
[00:00:14.817,199] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.855,102] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 308
[00:00:14.877,166] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:14.915,588] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 314
[00:00:14.937,225] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.016,357] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 324
[00:00:15.037,170] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.137,298] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 10 seq 336
[00:00:15.138,641] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 31 seq 336
[00:00:15.167,205] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.167,388] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:15.207,855] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 343
[00:00:15.228,057] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 345
[00:00:15.237,182] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.257,171] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.268,432] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 349
[00:00:15.297,180] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.300,018] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 41 seq 352
[00:00:15.327,178] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:15.349,090] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 357
[00:00:15.377,166] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.399,536] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 11 seq 362
[00:00:15.400,787] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 30 seq 362
[00:00:15.427,215] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.427,398] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:15.451,782] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 41 seq 367
[00:00:15.477,172] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:15.540,588] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 376
[00:00:15.562,622] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 41 seq 378
[00:00:15.567,169] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.587,158] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:15.661,499] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 388
[00:00:15.687,164] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.762,268] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 398
[00:00:15.787,170] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.832,824] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 12 seq 405
[00:00:15.834,594] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 29 seq 405
[00:00:15.857,208] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:15.857,391] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:15.893,341] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 411
[00:00:15.917,175] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.014,251] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 423
[00:00:16.037,170] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.064,666] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 428
[00:00:16.085,235] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 430
[00:00:16.087,188] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.107,177] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.206,176] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 442
[00:00:16.226,409] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 13 seq 444
[00:00:16.227,172] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.227,416] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 28 seq 444
[00:00:16.247,283] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.257,171] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:16.317,108] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 453
[00:00:16.347,167] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.398,498] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 461
[00:00:16.427,185] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.479,125] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 469
[00:00:16.507,171] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.569,824] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 478
[00:00:16.579,956] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 479
[00:00:16.597,167] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.607,177] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.640,441] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 14 seq 485
[00:00:16.640,686] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 27 seq 485
[00:00:16.667,205] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.667,388] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:16.710,998] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 492
[00:00:16.737,182] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.751,373] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 496
[00:00:16.777,160] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.811,859] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 502
[00:00:16.837,158] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:16.933,410] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 514
[00:00:16.957,183] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.024,108] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 523
[00:00:17.034,240] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 15 seq 524
[00:00:17.034,515] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 26 seq 524
[00:00:17.044,403] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 525
[00:00:17.047,302] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.054,565] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 526
[00:00:17.057,220] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.057,373] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:17.067,199] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.074,768] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 528
[00:00:17.077,178] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.094,970] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 530
[00:00:17.097,198] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.105,133] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 531
[00:00:17.115,295] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 16 seq 532
[00:00:17.115,539] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200086a0 len 25 seq 532
[00:00:17.117,156] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.127,258] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.135,498] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 534
[00:00:17.137,207] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.137,390] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200086a0 sent
[00:00:17.156,494] <dbg> bttester_bap_audio_stream: audio_send_timeout: Sending data to stream 0x200084d8 len 41 seq 536
[00:00:17.157,165] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
[00:00:17.177,185] <dbg> bttester_bap_broadcast: stream_sent: Stream 0x200084d8 sent
